ticker,name,sector,industry,city,state,market_cap_cr,revenue_cr,profit_cr,revenue_growth_yoy,pe,eps,roe_pct,debt_to_equity,dividend_yield_pct
BHARTIARTL.NS,Bharti Airtel Limited,Communication Services,Telecom Services,New Delhi,Unknown,1165603.1633408,172985.2,33556.1,15.33699954127951,43.11627,44.38,19.358998999999997,0.9971800000000001,83.0
BAJFINANCE.NS,Bajaj Finance Limited,Financial Services,Credit Services,Pune,Unknown,574251.9648256,49665.45,19017.39,19.734727240422213,30.290258,30.49,17.907,3.13407,59.0
ADANIPOWER.NS,Adani Power Limited,Utilities,Utilities - Independent Power Producers,Ahmedabad,Unknown,422508.363776,54240.52,12834.3,-3.4919254439569074,33.095165,6.62,20.908001000000002,0.8233199999999999,
ADANIPORTS.NS,Adani Ports and Special Economic Zone Limited,Industrials,Marine Shipping,Ahmedabad,Unknown,406141.9012096,38735.77,12806.21,27.10533405216613,30.247084,58.28,15.592,0.64051,42.0
AXISBANK.NS,Axis Bank Limited,Financial Services,Banks - Regional,Mumbai,Unknown,385030.4749568,88136.96,26384.85,3.8364619456400786,14.668326,84.42,13.152,,8.0
ADANIENT.NS,Adani Enterprises Limited,Energy,Thermal Coal,Ahmedabad,Unknown,373582.3056896,100468.61,9339.47,2.62921147456835,36.97422,73.7,13.664000000000001,1.1956,5.0
BEL.NS,Bharat Electronics Limited,Industrials,Aerospace & Defense,Bengaluru,Unknown,309167.1023616,23117.3,5321.44,16.13529734761616,51.89571,8.15,,0.0027300000000000002,102.0
BAJAJ-AUTO.NS,Bajaj Auto Limited,Consumer Cyclical,Auto Manufacturers,Pune,Unknown,284996.8226304,60386.43,10744.21,22.56985666861862,26.542341,384.48,28.046,0.56289,147.0
COALINDIA.NS,Coal India Limited,Energy,Thermal Coal,Kolkata,Unknown,281605.8851328,168400.29,31094.29,-0.459328573319233,9.055688,50.46,28.124001999999997,0.11628999999999999,476.0
BAJAJFINSV.NS,Bajaj Finserv Ltd.,Financial Services,Financial Conglomerates,Pune,Unknown,279706.99264,121192.48,8872.31,21.33800066419657,28.680546,61.01,14.602,2.5636,7.000000000000001
DMART.NS,Avenue Supermarts Limited,Consumer Defensive,Discount Stores,Mumbai,Unknown,276256.5746688,68820.74,2970.49,15.94171304481869,92.83366,45.63,12.944001,0.09913,
ASIANPAINT.NS,Asian Paints Limited,Basic Materials,Specialty Chemicals,Mumbai,Unknown,249314.6202112,33815.17,3667.23,-4.464560669148721,65.03375,39.99,,0.17609000000000002,96.0
ETERNAL.NS,Eternal Limited,Consumer Cyclical,Internet Retail,Gurugram,Unknown,227282.2034432,54364.0,366.0,168.55703206046536,633.8718,0.39,1.194,0.14826,
ADANIGREEN.NS,Adani Green Energy Limited,Utilities,Utilities - Renewable,Ahmedabad,Unknown,226947.9436288,12928.0,1652.0,15.305030324652158,143.82047,9.58,7.576,3.3950299999999998,
EICHERMOT.NS,Eicher Motors Limited,Consumer Cyclical,Auto Manufacturers,Chennai,Unknown,188796.7510528,18538.21,4734.44,14.193588525824163,35.303925,194.95,,0.020179999999999997,101.0
DIVISLAB.NS,Divi's Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,Hyderabad,Unknown,183491.8739968,9325.0,2191.0,19.61262185736275,73.81461,93.64,,0.00584,44.0
BSE.NS,BSE Limited,Financial Services,Financial Data & Stock Exchanges,Mumbai,Unknown,170200.5702656,2957.34,1325.89,115.7004901388727,78.83371,53.16,36.003,,24.0
ADANIENSOL.NS,Adani Energy Solutions Limited,Utilities,Utilities - Independent Power Producers,Ahmedabad,Unknown,159710.5373184,27588.03,2282.54,16.07660003811994,71.47849,18.6,9.659999599999999,1.945,
CUMMINSIND.NS,Cummins India Limited,Industrials,Specialty Industrial Machinery,Pune,Unknown,145640.8756224,10219.24,1999.94,15.34143943729056,64.80819,81.07,,0.00308,101.0
DLF.NS,DLF Limited,Real Estate,Real Estate - Development,Gurugram,Unknown,142924.5001728,7946.6005,4367.6215,27.161691410729627,32.4018,17.82,10.030999999999999,0.006730000000000001,105.0
BHEL.NS,Bharat Heavy Electricals Limited,Industrials,Specialty Industrial Machinery,New Delhi,Unknown,139665.5652864,33782.18,1600.26,19.205362977725773,87.57642,4.58,6.292000000000001,0.31312,13.0
BANKBARODA.NS,Bank of Baroda Limited,Financial Services,Banks - Regional,Vadodara,Unknown,134765.7007104,69679.0693,20716.328,2.6182076144581266,6.7899947,38.38,12.738,,327.0
ABB.NS,ABB India Limited,Industrials,Specialty Industrial Machinery,Bengaluru,Unknown,134116.80256,13065.32,1668.26,8.08799379863944,86.568184,73.11,,0.010820000000000001,61.0
BRITANNIA.NS,Britannia Industries Limited,Consumer Defensive,Packaged Foods,Bengaluru,Unknown,130466.3031808,18858.21,2533.49,7.5459851200625945,51.62505,104.92,53.31399999999999,0.26875,168.0
CGPOWER.NS,CG Power and Industrial Solutions Limited,Industrials,Electrical Equipment & Parts,Mumbai,Unknown,129052.0100864,12417.95,1206.27,25.324211346438368,106.69271,7.68,19.561,0.01444,16.0
CHOLAFIN.NS,Cholamandalam Investment and Finance Company Limited,Financial Services,Credit Services,Chennai,Unknown,128820.314112,13411.27,4262.72,34.937573386109285,24.424692,61.88,19.334999,6.9326099999999995,13.0
BPCL.NS,Bharat Petroleum Corporation Limited,Energy,Oil & Gas Refining & Marketing,Mumbai,Unknown,122388.2047488,438737.77,13336.55,-1.7750366907050465,4.973954,57.59,,0.56386,712.0
APOLLOHOSP.NS,Apollo Hospitals Enterprise Limited,Healthcare,Medical Care Facilities,Chennai,Unknown,115401.5690752,21577.4,1445.9,14.394320947074323,64.146416,125.12,,0.8360599999999999,25.0
BAJAJHLDNG.NS,Bajaj Holdings & Investment Limited,Financial Services,Asset Management,Pune,Unknown,114776.997888,10250.8,9636.75,47.249874308697834,11.913729,865.64,12.623999999999999,0.00012,154.0
CANBK.NS,Canara Bank,Financial Services,Banks - Regional,Bengaluru,Unknown,114426.2623232,71069.5975,17539.6241,7.485598549672135,5.265025,23.96,17.57,,336.0
CIPLA.NS,Cipla Limited,Healthcare,Drug Manufacturers - Specialty & Generic,Mumbai,Unknown,113883.7291008,27145.4,5272.52,6.675815225827546,29.334166,48.06,11.736,0.01778,91.0
ENRIN.NS,Siemens Energy India Limited,Utilities,Utilities - Renewable,Mumbai,Unknown,112658.7301888,7782.5,1100.1,63.511639633582654,86.12851,36.73,,0.044829999999999995,13.0
DRREDDY.NS,Dr. Reddy's Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,Hyderabad,Unknown,111168.06144,33593.3,4196.0,3.194126591610733,26.53418,50.32,11.834999999999999,0.20328,60.0
BOSCHLTD.NS,Bosch Limited,Consumer Cyclical,Auto Parts,Bengaluru,Unknown,109509.8826752,17682.0,2015.2,7.95596773898125,39.65567,936.31,,0.0077800000000000005,138.0
AMBUJACEM.NS,Ambuja Cements Limited,Basic Materials,Building Materials,Ahmedabad,Unknown,107269.5607296,40446.04,4728.18,18.99610996140559,22.649529,19.06,8.311,0.01205,46.0
ABCAPITAL.NS,Aditya Birla Capital Limited,Financial Services,Financial Conglomerates,Mumbai,Unknown,92043.01824,43840.77,3764.49,12.147849403227367,24.645615,14.25,11.181000000000001,4.91748,
ASHOKLEY.NS,Ashok Leyland Limited,Industrials,Farm & Heavy Construction Machinery,Chennai,Unknown,88918.4124928,48341.76,3106.8,6.2053383705433935,26.840427,5.64,,3.2788600000000003,206.99999999999997
BHARATFORG.NS,Bharat Forge Limited,Consumer Cyclical,Auto Parts,Pune,Unknown,88795.4079744,16811.653,1079.661,11.167572572359767,82.54667,22.5,11.603,0.7647499999999999,42.0
AUROPHARMA.NS,Aurobindo Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic,Hyderabad,Unknown,87043.1719424,31378.13,3485.88,9.3143235381212,25.204933,60.02,,0.22248,27.0
BHARTIHEXA.NS,BHARTI HEXACOM LIMITED,Communication Services,Telecom Services,New Delhi,Unknown,80579.9985152,8547.9,1493.6,20.58317345672046,46.483994,34.67,28.811002000000002,0.9466500000000001,63.0
DABUR.NS,Dabur India Limited,Consumer Defensive,Household & Personal Products,Ghaziabad,Unknown,80312.6837248,12400.01,1767.63,1.1283962598834578,42.397003,10.68,16.239999,0.10907,181.0
AUBANK.NS,AU Small Finance Bank Limited,Financial Services,Banks - Regional,Jaipur,Unknown,72732.9931264,12090.6214,2641.2543,14.734718400906837,27.72896,35.05,,,10.0
FORTIS.NS,Fortis Healthcare Limited,Healthcare,Medical Care Facilities,Gurugram,Unknown,72517.5042048,7723.8922,774.2152,13.003573166087271,75.63386,12.7,,0.32958,10.0
FEDERALBNK.NS,The Federal Bank Limited,Financial Services,Banks - Regional,Aluva,Unknown,70620.3615232,16500.86,4345.3,14.59742287300906,16.386507,17.49,11.731,,42.0
BAJAJHFL.NS,BAJAJ HOUSING FINANCE LTD,Financial Services,Mortgage Finance,Pune,Unknown,69877.4781952,11024.64,2560.34,17.735558901739658,27.32899,3.07,12.0570004,4.60504,
BIOCON.NS,Biocon Limited,Healthcare,Biotechnology,Bengaluru,Unknown,69331.6681728,15052.2,1013.3,6.032770255991209,152.36655,2.81,1.1469999,0.42145000000000005,12.0
ATGL.NS,Adani Total Gas Limited,Utilities,Utilities - Regulated Gas,Ahmedabad,Unknown,68551.1606272,5894.41,655.72,17.89150096202694,104.23077,5.98,14.456000999999999,0.46363,4.0
DIXON.NS,Dixon Technologies (India) Limited,Technology,Consumer Electronics,Noida,Unknown,67045.6086528,38593.29,1095.54,119.10688768138364,40.994434,269.5,37.133,0.18457,7.000000000000001
ALKEM.NS,Alkem Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,Mumbai,Unknown,65402.0575232,12804.62,2165.48,2.937317713943939,27.558064,198.49,,0.17056000000000002,93.0
BANKINDIA.NS,Bank of India Limited,Financial Services,Banks - Regional,Mumbai,Unknown,63118.1869056,33897.3506,9548.2797,15.10485719238472,6.123675,22.64,12.056000000000001,,336.0
COFORGE.NS,Coforge Limited,Technology,Information Technology Services,Gautam Buddha Nagar,Unknown,60715.99104,16402.7,1555.7,35.85929281969304,32.230083,43.81,18.596001,0.07518,119.0
COLPAL.NS,Colgate-Palmolive (India) Limited,Consumer Defensive,Household & Personal Products,Mumbai,Unknown,59518.615552,5999.2,1436.81,6.290019099320007,44.814663,48.83,,0.03791,237.0
BERGEPAINT.NS,Berger Paints India Limited,Basic Materials,Specialty Chemicals,Kolkata,Unknown,59197.9675648,11457.48,1180.4,3.218587756447851,52.6114,9.65,17.226,0.09165,72.0
ABBOTINDIA.NS,Abbott India Limited,Healthcare,Drug Manufacturers - Specialty & Generic,Mumbai,Unknown,59062.4325632,6406.97,1414.44,9.573487435845252,37.989994,731.64,34.460998,0.036019999999999996,188.0
FACT.NS,The Fertilisers and Chemicals Travancore Limited,Basic Materials,Agricultural Inputs,Kochi,Unknown,56321.14688,2439.6208,41.232,-16.991429768240454,2024.186,0.43,,2.7899200000000004,5.0
COROMANDEL.NS,Coromandel International Limited,Basic Materials,Agricultural Inputs,Chennai,Unknown,55321.5787008,31479.54,1956.15,30.700545230190773,28.303679,66.32,15.587000000000002,0.11469,60.0
APLAPOLLO.NS,APL Apollo Tubes Limited,Basic Materials,Steel,Noida,Unknown,51769.409536,22383.62,1203.08,11.938864659394318,43.020306,43.34,25.313999999999997,0.09396,31.0
APARINDS.NS,APAR Industries Limited,Industrials,Electrical Equipment & Parts,Mumbai,Unknown,49515.4823168,18492.47,821.3,15.252708762460932,50.967503,241.86,,0.14499,42.0
BDL.NS,Bharat Dynamics Limited,Industrials,Aerospace & Defense,Hyderabad,Unknown,48085.6702976,3323.0729,549.6452,40.87592549806793,82.81566,15.84,,0.00029,39.0
360ONE.NS,360 One Wam Limited,Financial Services,Asset Management,Mumbai,Unknown,44627.4699264,3138.13,1216.17,19.08010822256205,37.655125,29.17,14.392,1.61977,163.0
ANTHEM.NS,ANTHEM BIOSCIENCES LTD,Healthcare,Biotechnology,Bengaluru,Unknown,44226.5403392,1844.553,451.259,29.9557550180714,91.55232,8.6,,0.03997,
AIIL.NS,Authum Investment & Infrastructure Limited,Financial Services,Capital Markets,Mumbai,Unknown,42181.0307072,2844.88,4241.41,27.038166643594906,11.607852,42.79,,0.20291,4.0
FLUOROCHEM.NS,Gujarat Fluorochemicals Limited,Basic Materials,Specialty Chemicals,Noida,Unknown,41172.8805888,4614.67,546.06,10.038939639981209,62.624897,59.85,,0.22475,8.0
BALKRISIND.NS,Balkrishna Industries Limited,Consumer Cyclical,Auto Parts,Mumbai,Unknown,41137.897472,10357.24,1654.96,11.315865555647507,33.064014,64.36,,0.35269,75.0
AJANTPHARM.NS,Ajanta Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic,Mumbai,Unknown,40581.5885824,5452.86,1056.0,17.313741098513372,38.426594,84.53,25.393,0.05747,174.0
COCHINSHIP.NS,Cochin Shipyard Limited,Industrials,Aerospace & Defense,Ernakulam,Unknown,39188.512768,4639.4202,827.3305,23.684661843730545,54.684288,27.24,12.517,0.28466,88.0
ASTRAL.NS,Astral Limited,Industrials,Building Products & Equipment,Ahmedabad,Unknown,38924.7238144,5819.4,523.8,3.3861569073337123,72.66299,19.94,13.797999999999998,0.06168,24.0
ASTERDM.NS,Aster DM Healthcare Limited,Healthcare,Medical Care Facilities,Bengaluru,Unknown,38713.3800448,4069.42,5377.83,11.852871895090692,116.65109,6.42,10.067,0.45921,53.0
CONCOR.NS,Container Corporation of India Limited,Industrials,Railroads,New Delhi,Unknown,38507.4036736,8211.93,1288.75,3.103424464044697,30.149075,16.77,,0.07016,271.0
AIAENG.NS,AIA Engineering Limited,Industrials,Specialty Industrial Machinery,Ahmedabad,Unknown,37352.4103168,4237.6384,1060.736,-11.411137590389307,32.11071,124.65,,0.13852,41.0
3MINDIA.NS,3M India Limited,Industrials,Conglomerates,Bengaluru,Unknown,35834.1869568,4442.8602,476.0674,6.114014749094079,94.6529,336.07,,0.06416000000000001,50.0
ENDURANCE.NS,Endurance Technologies Limited,Consumer Cyclical,Auto Parts,Aurangabad,Unknown,35801.5074304,11371.37,836.353,12.783271842282721,37.584167,67.72,15.156998999999999,0.19393000000000002,46.0
ATHERENERG.NS,Ather Energy Limited,Consumer Cyclical,Auto Manufacturers,Bengaluru,Unknown,34862.8975616,3671.76,-517.17,62.82677238681869,,-8.92,-33.740002000000004,0.25819,
BLUESTARCO.NS,Blue Star Limited,Industrials,Building Products & Equipment,Mumbai,Unknown,34580.6831616,12401.99,527.68,3.6292839446340763,65.57505,25.65,16.222,0.23588,52.0
DELHIVERY.NS,Delhivery Limited,Industrials,Integrated Freight & Logistics,Gurugram,Unknown,34396.0813568,8931.901,162.11,9.707784941862336,228.5572,2.01,1.5959999999999999,0.15098,
EMCURE.NS,EMCURE PHARMACEUTICALS L,Healthcare,Drug Manufacturers - Specialty & Generic,Pune,Unknown,32423.6050432,9203.54,924.361,16.559568095074,35.095425,48.73,19.573,0.30567,18.0
DALBHARAT.NS,Dalmia Bharat Limited,Basic Materials,Building Materials,New Delhi,Unknown,32172.9626112,14804.0,1139.0,5.894134477825465,28.187502,60.8,6.5009999999999994,0.40865,53.0
ESCORTS.NS,Escorts Kubota Limited,Industrials,Farm & Heavy Construction Machinery,Faridabad,Unknown,31806.717952,11540.26,2394.09,12.655165816077501,23.277237,124.19,12.0220006,0.01309,155.0
CHOLAHLDNG.NS,Cholamandalam Financial Holdings Limited,Financial Services,Credit Services,Chennai,Unknown,31407.6561408,34996.02,2173.66,28.305272223258964,12.869123,129.97,18.035,6.2127099999999995,8.0
CENTRALBK.NS,Central Bank of India,Financial Services,Banks - Regional,Mumbai,Unknown,30810.9705216,20572.23,4523.78,4.821041421987613,6.808,5.0,11.914,,411.00000000000006
BANDHANBNK.NS,Bandhan Bank Limited,Financial Services,Banks - Regional,Kolkata,Unknown,30804.2760192,13563.7116,1223.5627,-6.18012487577456,25.192358,7.59,4.877,,79.0
CRISIL.NS,CRISIL Limited,Financial Services,Financial Data & Stock Exchanges,Mumbai,Unknown,30099.5837952,3649.01,766.01,11.94037634441588,35.834057,114.86,,0.09785,88.0
ABSLAMC.NS,ADIT BIRL SUN LIF AMC LTD,Financial Services,Asset Management,Mumbai,Unknown,29976.4023296,1845.03,975.07,9.511627630907299,30.80511,33.66,25.102999999999998,0.01577,243.00000000000003
ANGELONE.NS,Angel One Limited,Financial Services,Capital Markets,Mumbai,Unknown,29913.5598592,5115.857,915.099,-1.899024121127027,33.29949,9.85,15.526000000000002,1.29314,229.99999999999997
ANANDRATHI.NS,Anand Rathi Wealth Limited,Financial Services,Asset Management,Mumbai,Unknown,29610.96704,1148.825,395.9114,22.33325588284716,75.565674,47.2,46.738997,0.0825,39.0
EXIDEIND.NS,Exide Industries Limited,Consumer Cyclical,Auto Parts,Kolkata,Unknown,29295.2506368,17995.35,854.19,4.394399533584525,34.29353,10.05,6.172,0.11308,57.99999999999999
CPPLUS.NS,ADITYA INFOTECH LIMITED,Industrials,Building Products & Equipment,Noida,Unknown,27978.2227968,3110.897,351.369,11.838724011285622,110.41841,21.51,,0.08041000000000001,
AWL.NS,AWL Agri Business Limited,Consumer Defensive,Packaged Foods,Ahmedabad,Unknown,26156.2925056,74730.67,1042.05,17.36774142075102,25.114285,8.05,10.519,0.10621,50.0
ACC.NS,ACC Limited,Basic Materials,Building Materials,Ahmedabad,Unknown,25525.9230208,25761.7,2137.07,22.987031835116593,11.973047,113.53,10.9280005,0.02085,55.00000000000001
FORCEMOT.NS,Force Motors Limited,Consumer Cyclical,Auto Manufacturers,Pune,Unknown,25306.3282688,8006.92,800.74,15.501803877218062,18.506634,1037.79,33.507999999999996,,20.0
CDSL.NS,Central Depository Services (India) Limited,Financial Services,Capital Markets,Mumbai,Unknown,25278.5491968,1144.9187,456.1318,5.7874070968155635,55.50711,21.79,23.913,0.0011,106.0
AMBER.NS,Amber Enterprises India Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",Gurugram,Unknown,25106.4123392,9673.7519,243.558,48.12626720762162,142.37068,50.07,5.583,0.46566,
DEEPAKNTR.NS,Deepak Nitrite Limited,Basic Materials,Chemicals,Vadodara,Unknown,24629.8558464,8091.48,697.24,6.328056011101299,44.709087,40.39,9.751,0.27903,43.0
AEGISLOG.NS,AEGIS LOGISTICS LIMITED,Energy,Oil & Gas Refining & Marketing,Mumbai,Unknown,24587.55072,6569.1109,663.3779,-6.67973980608437,31.913439,21.95,,0.2845,117.0
CESC.NS,CESC Limited,Utilities,Utilities - Regulated Electric,Kolkata,Unknown,24000.7774208,18570.0,1542.0,9.228868890065291,15.581756,11.62,12.547,1.64311,340.0
ACUTAAS.NS,Acutaas Chemicals Limited,Basic Materials,Specialty Chemicals,Surat,Unknown,23632.0980992,999.9668,158.7136,40.245496672775495,82.494995,34.99,23.516001,0.02081,5.0
APOLLOTYRE.NS,Apollo Tyres Limited,Consumer Cyclical,Auto Parts,Gurugram,Unknown,23525.6987648,25780.973,1121.32,3.0399721251024316,17.17783,21.65,8.719000000000001,0.21986999999999998,227.0
AEGISVOPAK.NS,AEGIS VOPAK TERMINALS LTD,Energy,Oil & Gas Equipment & Services,Mumbai,Unknown,22060.1122816,561.761,86.544,58.98956222476311,160.56451,1.24,,0.42268,
ASTRAZEN.NS,AstraZeneca Pharma India Limited,Healthcare,Drug Manufacturers - Specialty & Generic,Bengaluru,Unknown,21738.749952,1713.29,115.74,32.246262147538076,108.65301,80.03,,0.04354,38.0
ASAHIINDIA.NS,Asahi India Glass Limited,Consumer Cyclical,Auto Parts,Gurugram,Unknown,21356.5259776,4539.76,371.27,5.428459292941726,69.121284,12.12,,0.77144,25.0
CREDITACC.NS,CreditAccess Grameen Limited,Financial Services,Credit Services,Bengaluru,Unknown,20970.479616,5539.19,531.4,12.930150439248353,155.21327,8.44,10.5100006,3.01484,
ATUL.NS,Atul Ltd,Basic Materials,Specialty Chemicals,Valsad,Unknown,20756.4374016,6273.54,677.9,12.361575040074507,30.577724,230.56,11.529,0.02907,44.0
AADHARHFC.NS,AADHAR HOUSING FINANCE L,Financial Services,Mortgage Finance,Mumbai,Unknown,20595.7152768,3454.65,1095.88,18.3772281502498,19.09899,24.75,15.753001,2.48556,
CARBORUNIV.NS,Carborundum Universal Limited,Industrials,Conglomerates,Chennai,Unknown,20500.9092608,4833.518,292.739,4.435900233675402,104.28294,10.32,4.3670002,0.10292,36.0
AFFLE.NS,Affle 3i Limited,Communication Services,Advertising Agencies,Gurugram,Unknown,20494.1508608,2265.499,381.869,22.986051622135438,45.072685,32.33,,0.0118,
EIHOTEL.NS,EIH Limited,Consumer Cyclical,Lodging,Delhi,Unknown,20402.5053184,2743.146,739.445,9.233372264482806,31.70554,10.29,,0.05176,47.0
CRAFTSMAN.NS,Craftsman Automation Limited,Consumer Cyclical,Auto Parts,Coimbatore,Unknown,20363.1263744,8069.27,383.99,41.80297619884439,53.025223,160.98,12.547,1.11011,13.0
DATAPATTNS.NS,Data Patterns (India) Limited,Industrials,Aerospace & Defense,Chennai,Unknown,20347.3731584,708.35,221.81,36.27356675644479,75.09297,48.4,16.73,0.0030399999999999997,21.0
BAYERCROP.NS,Bayer CropScience Limited,Basic Materials,Agricultural Inputs,Thane,Unknown,19568.6858752,5314.1,568.0,8.626152368103677,29.18169,149.21,,0.03266,291.0
CAMS.NS,Computer Age Management Services Limited,Technology,Information Technology Services,Chennai,Unknown,19326.6712576,1516.249,476.0057,6.591690742520492,40.675888,19.16,38.694,0.04863000000000001,162.0
CROMPTON.NS,Crompton Greaves Consumer Electricals Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",Mumbai,Unknown,19189.6322048,7826.74,555.95,7.602987192248258,,-3.75,,0.04826,105.0
EMAMILTD.NS,Emami Limited,Consumer Defensive,Household & Personal Products,Kolkata,Unknown,18989.932544,3765.0734,806.4681,6.651203063019491,23.903845,18.2,,0.024569999999999998,284.0
CUB.NS,City Union Bank Limited,Financial Services,Banks - Regional,Kumbakonam,Unknown,18659.0019584,3868.6611,1326.231,20.37744575640422,14.075112,17.84,13.241,,80.0
BELRISE.NS,BELRISE INDUSTRIES LTD,Consumer Cyclical,Auto Parts,Pune,Unknown,18622.5016832,8131.572,355.443,11.246228551618806,39.04291,5.36,,0.28531,27.0
ERIS.NS,Eris Lifesciences Limited,Healthcare,Drug Manufacturers - Specialty & Generic,Ahmedabad,Unknown,18515.3568768,2879.26,351.84,44.59197509164867,42.405582,31.51,,0.6818500000000001,97.0
CHAMBLFERT.NS,Chambal Fertilisers and Chemicals Limited,Basic Materials,Agricultural Inputs,New Delhi,Unknown,18159.5652096,16646.12,1649.51,-7.251709557195017,9.297436,48.75,20.451,0.10274,219.0
CASTROLIND.NS,Castrol India Limited,Energy,Oil & Gas Refining & Marketing,Mumbai,Unknown,18102.9175296,5700.32,949.93,6.634141961359454,18.887514,9.69,,0.03305,480.0
EMMVEE.NS,EMMVEE PHOTOVOLTAIC PWR L,Technology,Solar,Bengaluru,Unknown,18011.3555456,5049.8773,1081.5515,116.2120366324324,15.160256,17.16,51.11599999999999,0.09745,
CIEINDIA.NS,CIE Automotive India Limited,Consumer Cyclical,Auto Parts,Pune,Unknown,17623.277568,9122.335,828.172,5.710902308264941,20.357143,22.82,,0.0571,154.0
CGCL.NS,Capri Global Capital Limited,Financial Services,Credit Services,Mumbai,Unknown,17548.7270912,4348.885,949.152,44.07762043339058,18.022728,10.12,16.496,3.34728,11.0
ANANTRAJ.NS,Anant Raj Limited,Real Estate,Real Estate - Development,New Delhi,Unknown,17362.2624256,2059.9742,425.8186,38.878104352157216,30.515497,15.81,11.132,0.11696,15.0
AVANTIFEED.NS,Avanti Feeds Limited,Consumer Defensive,Packaged Foods,Hyderabad,Unknown,17267.7709824,5538.9942,528.824,4.279015468760457,22.455706,56.44,,0.00441,72.0
ACMESOLAR.NS,ACME SOLAR HOLDINGS LTD,Utilities,Utilities - Renewable,Gurugram,Unknown,17123.426304,2022.959,498.915,43.969423491475176,34.66299,8.16,10.406,3.93194,7.000000000000001
ELGIEQUIP.NS,Elgi Equipments Limited,Industrials,Specialty Industrial Machinery,Coimbatore,Unknown,17057.7149952,3490.0,350.2,8.98076442667999,42.273434,12.8,,0.26275,41.0
CENTURYPLY.NS,Century Plyboards (India) Limited,Basic Materials,Lumber & Wood Production,Kolkata,Unknown,17041.7782784,4507.9228,185.3199,16.704116782331628,71.68691,10.7,,0.66141,13.0
AARTIIND.NS,Aarti Industries Limited,Basic Materials,Specialty Chemicals,Mumbai,Unknown,17036.8024576,8286.0,419.0,13.99092034667767,40.69818,11.53,7.249,0.83392,22.0
DCMSHRIRAM.NS,DCM Shriram Limited,Industrials,Conglomerates,New Delhi,Unknown,17008.3467264,11995.49,604.27,10.403658680253876,20.058437,54.76,11.616999999999999,0.37802,129.0
BIKAJI.NS,Bikaji Foods International Limited,Consumer Defensive,Packaged Foods,Bikaner,Unknown,17006.1971456,2553.4348,200.8451,14.27785027021908,68.99796,9.83,,0.19446000000000002,15.0
BBOX.NS,Black Box Limited,Technology,Software - Application,Navi Mumbai,Unknown,16775.0762496,5966.91,204.78,-5.00940846092862,75.97267,12.44,,1.14749,11.0
DEEPAKFERT.NS,Deepak Fertilisers And Petrochemicals Corporation Limited,Basic Materials,Chemicals,Pune,Unknown,16737.0883072,8430.6,933.59,18.766438401514694,19.098774,69.35,,0.62046,79.0
FSL.NS,Firstsource Solutions Limited,Technology,Information Technology Services,Mumbai,Unknown,16710.8067328,,,,25.293627,9.57,15.9,0.66635,235.0
BASF.NS,BASF India Limited,Basic Materials,Specialty Chemicals,Navi Mumbai,Unknown,16491.3954816,15246.32,479.06,10.872086723626254,43.611492,87.36,,0.03857,52.0
COHANCE.NS,COHANCE LIFESCIENCES LTD,Healthcare,Drug Manufacturers - Specialty & Generic,Hyderabad,Unknown,16402.915328,1172.28,267.87,13.36672920333443,91.72377,4.67,,0.11486,
BRIGADE.NS,Brigade Enterprises Limited,Real Estate,Real Estate - Development,Bengaluru,Unknown,16179.2851968,5697.22,644.39,12.277970363859597,2449.6296,0.27,,0.7555700000000001,31.0
FINCABLES.NS,Finolex Cables Limited,Industrials,Electrical Equipment & Parts,Pune,Unknown,16154.2176768,5193.84,700.77,5.206398463785319,23.735954,44.5,,0.00377,78.0
FRACTAL.NS,FRACTAL ANALYTICS LIMITED,Technology,Software - Infrastructure,Mumbai,Unknown,16084.7577088,,,,54.38081,17.2,11.583999500000001,0.13131,
ANURAS.NS,Anupam Rasayan India Ltd,Basic Materials,Specialty Chemicals,Surat,Unknown,15499.3098752,1402.326,93.349,-2.7906867121775925,88.517555,15.38,,0.37505000000000005,11.0
CAPLIPOINT.NS,Caplin Point Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,Chennai,Unknown,15492.7038464,1937.47,536.31,15.356494299068203,24.261396,84.01,19.939,0.00127,40.0
CUPID.NS,Cupid Limited,Consumer Defensive,Household & Personal Products,Nashik,Unknown,15374.8504576,180.6204,40.8872,7.799865832376414,144.73416,0.79,27.297002,0.12506,
BEML.NS,BEML Limited,Industrials,Conglomerates,Bengaluru,Unknown,15211.9033856,3839.2343,292.5745,-3.1811511585651715,61.144962,29.87,,0.23787,74.0
ARE&M.NS,Amara Raja Energy & Mobility Limited,Industrials,Electrical Equipment & Parts,Hyderabad,Unknown,14956.8323584,12785.64,944.67,9.7129500279739,20.11817,40.62,,0.04005,133.0
CEMPRO.NS,Cemindia Projects Limited,Industrials,Engineering & Construction,Mumbai,Unknown,14915.4562048,9096.8837,372.8052,17.875923851568405,31.757498,27.34,28.208,0.37711,34.0
